Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate,Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
21,0,37,1,14,1,82,95,69,0,1,20,6,0
27,0,26,3,8,1,66,47,66,1,2,6,6,3
24,0,22,0,11,1,79,42,65,1,2,6,9,3
24,1,38,2,5,1,73,40,52,1,2,23,5,3
19,1,23,0,17,0,86,44,73,0,1,23,6,3
20,1,37,0,3,1,73,92,86,1,2,10,9,0
19,1,25,1,5,1,70,41,81,1,2,12,6,3
27,0,47,3,19,0,92,51,87,1,1,9,6,3
20,0,39,3,14,0,98,78,81,1,2,4,6,1
25,0,42,2,15,1,76,88,56,1,2,7,6,0
22,0,29,2,2,0,88,55,79,1,1,30,7,2
19,1,29,1,15,1,65,71,67,0,2,11,4,1
23,1,18,1,20,1,68,100,93,1,0,12,10,0
20,1,35,3,9,0,97,63,73,1,0,28,4,2
20,0,47,2,15,0,67,68,53,1,1,9,9,2
21,0,40,0,13,1,73,48,73,0,1,18,6,3
19,1,28,3,8,1,65,68,75,0,2,17,9,2
19,0,35,3,4,1,73,77,57,1,0,17,4,1
25,0,39,2,13,1,61,65,62,1,2,12,5,2
26,0,27,0,6,1,93,79,82,1,1,9,6,1
26,0,49,2,16,1,65,80,57,1,2,8,4,1
26,1,39,1,12,1,73,100,62,1,2,14,10,0
21,0,36,2,4,0,78,61,56,1,0,29,4,2
21,1,38,2,6,0,83,95,96,1,2,1,9,0
23,1,30,3,7,1,76,79,81,1,1,22,6,1
23,1,7,3,19,1,93,71,96,1,2,13,10,1
27,0,23,2,16,0,89,43,78,1,2,20,6,3
23,0,44,2,1,0,82,80,74,1,2,5,4,1
29,0,34,1,3,0,84,83,55,1,2,21,4,1
19,0,5,1,14,0,89,42,65,1,1,29,4,3
22,1,37,0,7,0,90,68,73,0,2,20,6,2
22,1,18,0,13,1,93,100,90,1,2,6,5,0
27,0,9,2,17,0,55,56,65,1,2,1,5,2
24,0,33,0,1,1,55,68,69,1,2,8,5,2
21,0,43,2,18,1,93,60,54,1,0,10,5,2
29,1,33,1,18,1,83,62,59,1,2,2,9,2
29,1,9,2,20,0,59,96,83,0,2,10,6,0
18,1,35,1,7,0,96,61,99,1,2,23,10,2
21,0,13,3,0,1,78,91,65,0,2,28,5,0
23,1,43,1,3,1,66,97,67,0,0,2,10,0
19,1,31,1,10,0,98,41,75,1,2,7,7,3
26,0,10,1,13,0,54,73,70,1,0,0,7,1
23,0,22,1,14,1,53,97,62,1,2,17,5,0
19,1,34,0,13,1,76,94,65,1,0,15,5,0
20,1,23,0,12,1,75,96,65,1,1,28,7,0
25,0,31,0,9,0,67,58,79,1,2,19,5,2
27,0,20,2,4,1,62,90,99,1,2,10,4,0
19,1,5,1,2,0,69,44,63,1,1,30,6,3
25,0,7,3,13,1,67,67,79,1,2,3,6,2
21,0,29,1,3,0,82,81,53,1,1,21,4,1
25,1,37,0,10,0,75,78,65,1,0,18,8,1
22,1,45,0,0,1,81,95,76,0,1,8,7,0
29,0,48,2,20,0,58,96,76,0,1,4,9,0
29,0,33,0,11,0,75,83,89,1,0,6,8,1
20,1,37,0,0,0,95,70,56,1,2,17,9,1
28,0,29,3,6,1,68,53,95,1,2,19,8,3
27,1,26,1,0,1,75,52,67,1,1,14,8,3
24,1,16,1,10,0,58,79,55,0,1,1,8,1
28,0,12,1,15,1,58,100,72,0,1,23,7,0
18,1,34,2,18,0,63,56,72,1,2,18,6,2
19,0,6,3,17,1,83,48,81,1,1,29,10,3
20,0,12,0,0,0,66,92,66,0,1,4,10,0
27,1,34,1,12,0,72,48,84,0,2,22,9,3
20,0,43,3,1,1,64,90,93,1,0,19,7,0
24,1,25,2,18,1,95,48,82,1,2,0,7,3
24,0,36,2,4,1,79,97,63,1,0,10,5,0
26,1,22,2,13,1,85,92,84,0,0,3,9,0
25,1,20,1,20,1,52,53,85,1,1,13,4,3
26,1,24,3,6,0,87,81,94,1,1,26,7,1
19,0,8,3,6,1,57,89,66,1,2,9,6,0
22,1,38,3,10,0,80,75,73,1,0,0,5,1
21,0,23,1,4,1,97,79,80,1,2,13,8,1
18,1,28,2,20,0,55,68,72,0,1,27,10,2
28,0,35,0,4,0,58,73,100,0,1,7,6,1
27,0,17,3,19,1,82,53,90,1,2,12,10,3
22,1,16,2,14,1,92,75,59,0,0,0,5,1
21,0,6,1,8,1,53,98,92,1,0,1,7,0
22,1,12,0,1,1,54,42,80,0,1,4,8,3
20,1,19,0,20,1,56,70,86,1,2,23,9,1
28,0,25,2,0,1,63,96,75,0,1,4,7,0
28,1,28,2,17,1,55,56,92,0,0,8,4,2
23,1,27,0,15,0,81,76,93,1,1,25,10,1
28,1,41,1,7,1,69,59,52,0,2,2,6,2
26,0,33,3,7,0,79,72,70,1,2,28,6,1
18,1,34,2,7,1,65,41,94,0,2,2,6,3
18,0,48,1,11,1,88,65,89,0,1,6,7,2
20,0,35,2,8,0,59,77,85,0,0,18,7,1
29,1,39,0,17,1,81,91,91,1,0,11,6,0
26,0,36,1,2,1,85,81,62,1,2,16,5,1
29,0,38,0,9,1,52,71,66,1,2,20,6,1
28,1,25,3,5,1,83,76,60,0,1,16,10,1
25,1,29,2,0,1,96,44,65,1,2,6,4,3
21,0,45,0,5,0,92,73,97,1,1,27,5,1
18,0,35,0,19,0,87,90,75,1,0,16,10,0
27,0,19,3,10,0,77,45,88,0,1,30,9,3
19,1,5,0,2,1,67,76,70,1,2,1,10,1
20,0,9,2,7,1,72,84,64,0,2,23,6,1
19,0,38,3,18,1,51,93,80,0,1,1,9,0
27,0,22,2,14,1,80,79,81,1,0,0,9,1
20,0,29,1,14,0,51,74,87,1,2,25,8,1
18,0,16,1,16,0,90,80,79,1,2,20,8,1
23,0,39,2,0,1,73,86,72,1,2,23,7,0
21,1,21,1,18,0,61,48,94,0,1,6,5,3
23,0,48,0,8,0,91,44,58,1,0,0,5,3
27,0,28,3,14,0,79,64,58,1,2,20,9,2
25,0,18,2,11,1,80,80,68,1,2,2,6,1
23,0,22,0,13,1,68,76,89,0,2,15,5,1
18,0,32,3,12,0,54,93,73,1,2,22,8,0
29,1,39,3,11,1,77,58,75,1,2,22,6,2
26,1,49,0,15,1,56,87,51,1,2,30,9,0
29,1,49,1,20,1,69,54,51,1,1,8,4,3
21,1,17,2,9,0,92,81,89,0,1,25,5,1
20,0,14,0,13,1,93,62,64,1,2,21,7,2
22,0,43,1,5,0,96,56,88,0,1,6,8,2
24,1,27,0,4,0,99,95,95,1,0,0,4,0
18,1,35,2,8,0,88,64,87,1,1,24,9,2
23,1,35,2,3,1,98,83,81,0,0,8,7,1
23,1,44,3,16,1,56,92,60,0,0,23,4,0
20,0,45,0,8,1,92,68,60,0,2,3,8,2
28,0,49,2,18,0,84,66,99,1,1,27,8,2
22,0,11,3,1,1,87,91,69,1,1,5,6,0
26,0,7,1,8,1,76,40,86,0,1,22,8,3
21,1,36,2,6,0,54,95,82,1,1,8,6,0
27,0,36,3,14,1,59,64,62,1,2,5,5,2
26,0,42,1,1,1,96,92,84,1,1,28,8,0
19,1,16,3,2,1,76,65,76,1,0,13,8,2
25,1,33,1,10,0,83,88,98,1,0,8,9,0
27,1,44,1,20,0,64,68,85,1,0,1,5,2
18,1,47,3,6,1,92,88,76,1,2,1,7,0
23,0,7,2,3,1,96,52,81,1,2,25,4,3
22,0,31,2,6,1,52,86,91,1,2,12,9,0
20,1,38,3,18,1,56,52,72,1,1,18,9,3
29,1,17,3,16,0,81,61,100,0,1,3,10,2
28,0,17,0,9,0,74,56,92,0,1,27,4,2
20,1,38,2,7,0,87,62,81,1,1,24,4,2
24,0,47,2,19,1,98,100,83,1,2,9,4,0
27,1,20,2,18,1,78,54,58,0,2,17,8,3
20,0,13,0,2,1,55,49,52,1,1,11,8,3
29,1,12,1,0,1,61,58,62,0,0,26,4,2
29,1,26,1,16,1,90,63,66,1,1,22,5,2
21,1,43,2,14,0,78,40,68,1,1,13,5,3
21,0,33,3,5,1,76,87,77,0,2,22,7,0
27,0,6,3,2,0,66,55,96,0,2,21,5,2
18,0,42,2,16,1,75,96,84,0,2,16,6,0
19,1,6,1,10,1,62,82,53,1,1,6,4,1
28,1,39,1,4,1,62,50,73,0,2,30,6,3
19,1,34,0,2,0,63,54,69,1,1,25,10,3
20,0,27,3,10,1,89,68,62,0,1,16,7,2
21,1,40,3,5,1,69,73,56,1,2,1,8,1
22,0,17,0,15,1,52,85,60,1,2,6,7,0
21,0,36,2,2,1,88,90,91,1,2,23,10,0
27,1,38,3,5,0,93,72,81,1,2,3,6,1
20,1,48,2,20,1,74,100,65,1,1,13,9,0
22,1,49,2,4,0,57,76,67,0,0,6,7,1
25,1,37,0,8,1,68,47,52,0,2,25,10,3
26,1,15,2,11,1,81,78,81,1,0,17,4,1
18,0,25,2,14,0,79,72,82,0,0,15,5,1
27,1,30,0,0,1,88,84,94,1,2,11,7,1
27,1,47,2,12,0,60,70,62,0,1,28,8,1
20,1,17,1,18,1,87,44,59,1,2,11,7,3
19,0,13,0,18,1,50,70,52,1,2,4,9,1
27,0,16,1,6,1,84,46,93,1,1,12,9,3
18,0,29,0,7,1,84,42,76,0,1,1,7,3
18,0,49,2,18,1,95,81,80,1,2,24,8,1
24,1,18,0,5,0,78,56,88,0,1,9,10,2
22,0,6,0,10,0,62,75,82,0,1,7,7,1
29,0,15,1,4,1,69,79,81,0,2,20,8,1
27,0,42,2,4,1,59,66,88,0,2,19,5,2
28,0,12,3,11,0,77,60,86,1,0,24,8,2
27,0,20,3,12,1,55,99,87,1,2,30,6,0
24,0,38,2,2,1,58,43,55,1,1,19,4,3
20,0,35,1,17,1,62,51,79,0,0,3,8,3
26,1,13,1,10,1,83,85,87,1,1,21,4,0
22,1,17,0,10,1,93,77,92,0,2,18,10,1
18,0,39,2,1,1,90,50,78,0,1,6,10,3
23,0,29,2,17,0,77,47,57,0,1,4,5,3
24,1,17,3,5,1,55,58,59,1,1,4,6,2
22,1,21,0,7,1,71,48,50,0,2,27,8,3
29,0,24,0,20,1,93,89,50,1,2,4,9,0
23,0,28,0,15,1,74,76,72,1,1,9,7,1
21,0,8,2,17,1,60,69,69,1,0,24,8,2
21,0,10,1,6,1,56,79,72,1,2,15,10,1
28,0,38,0,8,1,63,98,52,0,2,8,4,0
21,0,47,2,11,1,56,40,90,0,2,29,8,3
25,0,11,3,1,1,91,93,51,0,2,17,8,0
22,1,22,0,16,1,89,52,58,1,1,6,4,3
21,0,39,2,13,1,59,58,57,0,1,24,10,2
29,0,40,0,0,1,56,75,72,0,2,4,10,1
20,0,26,3,9,0,88,59,52,1,2,20,4,2
18,1,43,2,13,0,53,95,90,1,1,26,5,0
28,0,8,1,11,1,65,66,75,0,2,17,5,2
20,1,38,1,19,1,52,63,58,1,0,18,4,2
25,1,26,3,2,1,100,71,70,0,2,3,7,1
26,0,19,0,12,1,99,96,66,1,2,25,5,0
24,0,16,1,1,0,59,94,98,1,0,16,10,0
25,0,46,3,6,0,53,56,95,1,2,9,5,2
19,1,37,2,5,0,78,44,62,0,1,6,8,3
21,0,38,0,9,1,63,73,70,1,2,6,5,1
25,0,11,1,10,1,63,76,93,0,2,30,6,1
25,1,7,3,8,1,63,88,84,1,1,10,9,0
27,1,37,1,13,1,93,76,89,0,1,26,8,1
20,1,6,1,6,1,67,44,92,1,0,28,5,3
29,1,37,0,10,1,88,40,67,0,1,29,10,3
26,1,38,3,13,1,74,55,62,1,0,13,8,2
21,1,48,0,4,1,80,46,96,0,2,5,5,3
29,0,43,0,20,1,91,77,95,0,1,20,9,1
20,1,8,3,2,1,73,60,69,0,2,20,8,2
24,0,35,3,4,1,86,85,96,1,0,17,10,0
19,0,14,1,2,0,91,77,67,1,2,1,7,1
24,1,18,2,12,1,50,89,53,0,2,2,8,0
26,1,45,2,2,1,63,61,64,1,2,23,7,2
22,1,42,0,1,0,85,82,96,1,2,16,7,1
23,0,10,1,4,0,64,82,81,0,2,29,7,1
24,1,10,0,15,0,73,49,66,1,2,2,8,3
20,1,35,3,8,1,56,98,60,1,1,21,9,0
21,1,22,1,13,1,86,40,66,1,0,17,4,3
27,0,25,2,0,1,97,94,87,1,2,12,4,0
23,1,12,2,16,1,78,80,81,1,1,11,5,1
29,1,20,0,5,0,79,91,76,1,2,5,7,0
28,1,9,0,2,0,86,97,76,0,1,30,5,0
21,1,11,3,19,1,74,41,95,1,0,4,5,3
20,0,29,0,0,0,56,76,55,1,0,30,9,1
20,1,22,3,12,1,92,46,90,0,2,14,9,3
19,1,6,1,1,1,94,52,81,0,0,24,6,3
27,0,6,0,14,1,92,95,83,1,2,3,7,0
23,0,37,3,7,1,73,87,84,1,0,22,7,0
21,1,21,1,15,1,81,63,96,0,0,2,9,2
21,1,15,0,14,0,60,69,94,1,2,8,10,2
25,1,21,1,2,1,56,56,75,1,2,11,10,2
21,1,25,1,18,0,73,57,72,1,1,4,6,2
23,0,44,3,20,1,63,51,78,0,1,1,10,3
20,0,45,0,20,1,59,63,72,1,2,18,8,2
23,1,39,1,4,0,65,83,64,0,0,25,4,1
27,0,18,1,3,1,89,90,88,1,2,1,10,0
18,0,44,3,17,1,87,89,100,1,1,22,7,0
19,0,26,3,17,1,61,89,71,1,2,8,4,0
19,1,6,0,1,1,93,54,59,1,2,1,6,3
18,0,42,2,14,1,56,73,89,1,1,23,5,1
23,1,6,0,18,0,50,79,54,1,1,28,7,1
18,0,15,3,1,0,61,62,51,0,1,5,8,2
29,0,49,0,0,1,92,63,90,1,1,15,8,2
27,1,46,2,5,1,69,69,68,1,1,20,6,2
21,1,18,2,9,1,84,65,80,1,1,23,8,2
26,1,37,3,6,1,73,47,76,0,2,12,7,3
24,1,15,1,20,0,53,97,97,1,1,6,10,0
21,1,16,2,19,0,81,92,94,1,0,11,8,0
27,1,46,0,19,1,83,71,72,1,0,28,7,1
18,1,5,2,5,1,97,98,58,1,0,26,6,0
26,0,43,2,3,0,95,80,55,1,2,1,5,1
27,1,11,0,14,1,89,65,76,0,2,29,5,2
26,0,19,3,20,0,52,89,93,0,0,28,9,0
22,0,23,1,19,0,73,87,55,0,2,26,8,0
20,0,37,0,19,1,61,46,96,1,2,24,9,3
23,0,12,1,7,0,63,81,74,0,2,17,4,1
25,1,35,1,20,0,88,62,55,1,1,23,6,2
24,0,10,3,20,1,63,42,97,1,1,2,9,3
24,0,9,2,12,1,85,88,78,1,1,7,10,0
28,1,49,1,1,1,90,100,53,1,1,11,9,0
19,1,21,3,9,1,59,80,79,0,2,25,6,1
25,0,5,3,6,0,76,41,74,1,2,22,9,3
27,0,19,0,15,0,74,68,88,1,2,29,6,2
23,0,31,2,10,0,85,49,61,0,1,25,5,3
21,0,9,1,12,0,78,68,74,1,2,22,4,2
28,0,8,2,16,1,51,49,89,1,2,29,5,3
19,1,39,0,16,0,89,81,92,1,2,5,6,1
21,1,8,1,14,1,77,83,55,0,1,6,6,1
23,1,10,0,18,1,56,93,58,0,1,23,5,0
25,1,36,2,13,0,76,42,84,1,0,17,6,3
27,1,5,2,12,1,55,73,81,0,2,7,9,1
19,1,23,2,5,1,90,54,81,1,2,23,8,3
29,0,13,2,7,1,92,48,68,0,2,25,5,3
22,1,14,0,10,1,79,56,100,1,1,29,9,2
22,1,20,0,2,1,67,66,96,1,0,23,10,2
26,1,26,2,2,1,55,69,96,0,0,5,4,2
24,0,25,0,6,0,92,88,91,0,2,16,7,0
21,1,43,1,12,1,75,64,87,1,0,10,5,2
27,0,30,1,16,1,55,63,84,1,1,4,7,2
27,1,12,1,14,1,54,46,51,1,2,2,6,3
26,0,45,0,0,0,88,80,72,1,2,5,7,1
23,1,29,2,18,1,52,51,80,1,2,28,4,3
21,0,19,3,2,1,100,79,58,1,2,28,10,1
21,1,40,3,9,0,71,93,50,1,0,24,8,0
25,1,15,3,6,0,89,43,58,0,0,13,9,3
19,1,28,0,12,1,99,97,76,1,0,19,4,0
23,1,22,2,18,0,76,89,59,0,1,15,7,0
29,1,43,3,8,0,67,87,67,1,0,17,4,0
18,1,17,2,1,1,90,51,64,1,2,26,6,3
26,1,43,1,4,1,73,88,76,1,2,14,4,0
22,0,32,0,5,0,61,74,96,0,1,26,6,1
22,0,11,1,20,0,56,99,51,1,0,30,8,0
19,1,45,0,10,0,51,64,69,1,0,10,9,2
23,0,13,1,16,1,56,65,69,0,1,10,10,2
20,0,33,0,12,0,76,47,98,1,0,1,8,3
27,0,30,3,16,0,100,58,51,0,2,10,8,2
27,1,26,2,20,0,82,87,97,1,2,13,10,0
24,1,37,0,19,1,57,95,85,1,1,4,5,0
27,1,15,2,16,1,86,88,92,0,1,29,8,0
29,1,18,0,15,1,75,64,79,0,1,24,5,2
29,0,16,3,0,1,82,98,67,0,1,17,7,0
20,0,49,1,15,1,92,83,89,1,2,19,9,1
19,0,31,1,4,0,96,55,75,1,2,27,7,2
20,0,17,3,1,1,72,81,62,1,2,6,9,1
22,1,33,2,11,1,59,61,68,1,2,12,6,2
24,1,11,0,10,1,51,62,88,0,0,20,4,2
25,1,11,2,19,1,99,84,76,1,2,27,10,1
26,0,47,1,1,1,53,74,96,1,2,24,9,1
24,0,31,3,7,1,99,63,96,1,1,0,9,2
21,1,21,1,14,0,86,78,53,1,1,28,10,1
19,1,45,0,12,0,99,59,57,0,2,29,9,2
25,0,47,3,20,0,94,82,89,1,1,0,10,1
18,0,6,2,6,1,65,40,95,0,0,20,5,3
19,0,25,2,2,0,56,74,62,1,1,22,9,1
28,1,32,0,17,1,89,90,89,1,2,7,10,0
28,1,23,1,2,1,89,81,56,1,1,2,4,1
26,0,7,2,17,1,92,100,66,1,2,15,6,0
19,0,12,1,19,0,95,98,88,0,0,16,4,0
26,1,27,0,13,1,100,61,92,1,0,18,10,2
21,0,40,3,18,0,59,51,76,0,0,15,8,3
19,1,26,3,14,0,94,99,67,1,1,30,7,0
24,1,48,0,11,0,90,66,81,1,2,7,10,2
29,0,31,0,4,0,89,97,89,0,2,18,6,0
29,1,30,3,14,1,55,65,65,1,2,0,6,2
21,1,37,1,1,0,100,58,56,1,2,18,4,2
18,1,34,1,7,0,100,74,100,0,0,20,7,1
22,0,38,2,14,1,79,92,95,1,2,28,4,0
28,1,26,3,4,1,98,62,88,1,1,7,9,2
25,0,37,0,4,1,93,63,60,0,1,29,5,2
21,0,45,3,6,1,76,86,52,1,0,30,7,0
27,0,46,3,14,0,85,59,69,1,2,24,6,2
22,1,21,2,6,0,67,50,67,0,2,10,7,3
20,0,14,0,2,0,97,67,56,1,1,24,10,2
27,1,34,1,9,0,73,84,81,1,1,17,7,1
24,0,22,0,5,0,76,85,69,1,1,8,4,0
28,0,36,1,9,0,85,53,57,0,2,13,7,3
27,0,42,3,5,1,80,48,78,1,2,6,8,3
25,1,36,1,17,0,74,96,84,0,0,17,10,0
22,0,35,2,20,1,95,93,62,1,1,19,5,0
23,0,22,3,7,1,51,51,93,1,0,5,6,3
18,0,26,2,15,1,52,80,57,1,2,22,5,1
22,0,46,2,8,0,98,80,67,1,0,9,9,1
21,1,27,3,17,1,95,99,81,0,1,13,6,0
21,1,44,2,18,0,87,64,86,1,1,4,4,2
21,0,8,0,12,0,85,71,73,1,2,25,9,1
19,1,19,3,8,0,84,44,100,0,2,24,4,3
28,1,18,0,17,1,87,69,81,1,2,17,9,2
28,0,13,1,5,1,87,57,60,1,2,12,8,2
19,0,20,0,20,1,76,59,77,1,1,13,7,2
28,1,29,1,5,1,90,59,96,0,0,15,5,2
27,1,32,3,2,1,90,60,69,1,1,20,4,2
24,1,12,2,17,0,76,74,81,1,2,23,4,1
25,0,48,1,12,0,74,53,60,1,1,7,7,3
21,0,34,1,6,1,54,84,99,1,2,17,6,1
24,1,5,3,7,1,59,81,63,0,1,24,10,1
28,1,44,3,10,1,56,41,93,0,2,4,7,3
27,1,30,0,17,1,75,63,61,1,0,14,7,2
18,1,49,2,18,0,96,58,80,1,2,27,4,2
26,1,18,0,8,1,72,48,98,1,2,4,6,3
29,1,20,3,17,0,69,52,58,1,1,15,10,3
26,0,45,1,1,1,98,41,52,1,0,26,4,3
25,1,46,0,15,1,70,60,76,1,2,4,4,2
21,0,7,2,15,0,76,82,58,0,2,15,10,1
28,0,21,3,3,0,85,69,86,1,2,0,8,2
20,0,35,1,3,0,72,94,100,1,2,6,10,0
19,0,36,3,16,0,67,77,63,1,1,16,4,1
20,1,42,2,19,0,68,95,77,1,0,23,5,0
18,0,11,3,13,1,86,41,94,1,2,14,10,3
24,0,33,2,10,0,92,61,87,1,1,23,5,2
29,1,7,1,19,1,75,99,94,1,2,10,10,0
22,1,47,0,13,0,60,94,80,1,1,4,4,0
26,0,31,3,20,1,89,45,64,1,0,13,10,3
26,1,44,1,9,1,83,69,78,1,1,17,4,2
25,1,5,3,14,1,66,79,96,1,2,9,7,1
19,1,39,3,20,0,92,82,65,1,2,16,6,1
22,1,45,3,5,0,69,72,74,0,1,8,4,1
19,1,45,0,19,0,59,54,75,1,1,12,4,3
29,0,49,3,13,1,100,98,59,1,1,27,5,0
25,1,44,0,3,1,59,61,56,1,1,1,7,2
28,1,44,2,18,0,70,66,54,0,2,1,8,2
19,0,16,1,7,1,91,93,78,1,0,27,10,0
18,0,45,1,13,1,86,49,77,1,1,3,7,3
20,1,16,2,1,1,77,59,71,0,0,24,10,2
23,1,35,3,17,1,58,66,67,1,2,19,5,2
27,1,47,0,4,0,81,66,52,1,2,15,10,2
28,0,17,2,5,0,77,49,66,1,2,12,6,3
29,1,13,2,9,0,95,91,96,1,0,24,10,0
28,1,41,2,3,1,93,91,76,1,1,7,5,0
25,0,5,2,2,0,88,93,90,0,0,27,6,0
24,1,10,0,17,0,96,98,67,0,2,1,7,0
27,0,23,1,13,1,95,86,58,0,2,8,8,0
20,1,28,2,0,0,85,68,76,1,2,8,5,2
19,0,28,0,17,1,87,64,62,0,1,22,7,2
20,0,7,1,2,0,55,86,87,1,0,9,6,0
23,0,9,3,4,0,85,85,84,1,1,11,4,0
29,1,5,0,6,1,94,41,59,1,2,5,6,3
21,0,10,0,4,0,96,96,87,0,2,27,9,0
22,1,13,0,2,0,70,86,50,1,2,15,6,0
28,1,10,1,2,0,64,42,88,1,0,20,8,3
26,1,42,2,15,0,82,42,56,0,0,5,5,3
25,1,39,3,1,0,67,50,58,0,2,16,7,3
28,0,25,3,7,1,61,59,67,1,1,3,8,2
28,0,43,0,4,0,91,40,69,0,1,22,9,3
22,1,40,3,18,1,89,56,76,1,2,19,5,2
26,0,18,3,4,0,92,71,91,1,2,11,7,1
18,0,42,1,4,1,84,43,58,0,1,2,6,3
25,0,39,0,14,1,61,49,64,0,2,20,8,3
18,0,6,3,6,1,97,63,68,1,2,20,4,2
23,0,13,0,13,0,99,75,57,1,2,23,7,1
27,1,28,3,7,0,79,97,66,1,2,25,10,0
29,1,27,3,20,1,62,58,95,0,1,30,10,2
29,0,39,3,1,0,77,93,98,1,0,22,7,0
21,1,28,3,15,1,52,94,100,1,2,5,7,0
28,1,40,2,10,0,51,61,78,1,1,6,4,2
26,1,32,3,15,1,59,80,78,1,2,26,7,1
20,0,18,3,0,1,55,59,59,1,1,25,9,2
29,1,33,0,15,0,63,94,83,0,1,29,7,0
23,1,16,3,1,1,69,59,82,1,0,10,4,2
22,1,6,0,18,0,83,71,69,0,0,1,8,1
19,0,9,3,4,0,100,97,86,1,2,1,5,0
19,1,47,3,18,0,59,100,63,0,1,0,6,0
25,1,42,0,16,1,58,85,62,1,1,26,7,0
24,1,34,0,7,1,54,93,100,0,0,23,5,0
23,0,30,1,4,1,69,74,96,0,1,9,5,1
26,0,15,0,5,1,92,63,66,1,0,13,9,2
29,0,27,3,18,1,90,46,88,1,2,27,4,3
26,0,17,0,4,1,87,81,62,0,1,20,5,1
21,0,16,0,12,1,98,51,92,1,2,18,7,3
25,1,11,2,4,1,59,77,78,0,1,12,5,1
23,1,21,1,10,1,85,55,79,1,2,5,4,2
25,0,29,1,0,1,91,45,62,1,0,28,4,3
24,0,38,1,9,1,75,64,97,1,1,7,6,2
25,1,36,0,13,1,62,59,80,1,1,2,4,2
23,1,21,1,11,0,98,81,85,1,2,7,8,1
26,0,15,0,18,1,66,46,69,1,2,1,8,3
20,0,26,2,0,1,68,63,95,1,0,4,8,2
19,1,20,1,0,0,65,54,93,0,2,12,9,3
28,0,33,3,17,1,70,65,95,1,0,10,6,2
28,1,8,1,16,1,63,97,79,1,0,18,8,0
26,1,25,2,20,1,60,83,88,0,0,21,5,1
19,1,43,2,3,0,86,93,63,1,2,9,5,0
19,0,14,2,0,0,61,93,52,1,1,15,10,0
21,1,47,2,11,1,66,91,99,1,1,17,8,0
19,1,8,1,3,1,91,50,64,1,2,23,9,3
21,1,15,1,3,0,61,55,72,0,2,2,5,2
25,0,21,2,13,1,94,61,72,1,1,5,7,2
20,0,18,3,19,1,79,98,84,0,0,8,4,0
23,1,23,0,11,0,86,77,97,1,2,5,4,1
19,1,46,0,18,0,75,64,94,1,2,9,8,2
25,0,15,2,1,1,69,66,68,0,1,23,5,2
18,1,38,0,18,1,73,69,66,1,0,0,4,2
20,1,48,0,17,1,77,41,85,1,0,15,10,3
26,1,45,2,4,0,91,65,60,1,0,0,7,2
20,0,48,1,19,0,56,40,80,1,2,27,7,3
22,1,37,1,20,1,90,85,97,1,0,27,7,0
26,1,22,1,0,0,100,92,80,1,0,21,6,0
29,0,20,1,4,1,95,68,82,0,1,11,7,2
19,0,5,3,17,0,53,53,50,1,0,26,5,3
25,1,16,2,2,0,52,89,89,0,2,8,7,0
28,0,32,3,11,0,82,92,73,1,2,10,7,0
24,0,30,1,12,1,90,70,74,1,1,28,6,1
20,1,11,1,15,0,69,85,62,1,1,21,5,0
23,0,22,0,14,0,78,47,68,1,2,16,9,3
29,1,14,0,15,0,94,90,73,1,0,30,5,0
21,0,15,1,17,1,98,40,50,0,1,5,5,3
20,1,16,3,6,1,74,85,97,1,2,1,4,0
23,0,8,1,1,1,53,48,84,0,2,11,7,3
22,0,18,3,13,1,84,60,74,1,0,9,8,2
22,0,34,1,2,0,79,57,69,1,1,11,8,2
22,0,15,0,13,1,50,44,85,1,2,18,6,3
23,1,24,1,0,1,63,99,86,1,1,13,4,0
20,1,24,1,17,1,57,99,50,1,0,17,5,0
27,1,9,0,2,1,89,55,98,1,0,4,4,2
28,1,46,2,6,0,92,42,50,1,0,24,8,3
23,0,48,2,15,0,83,57,98,1,2,25,4,2
20,0,19,1,13,1,88,86,95,1,1,0,4,0
27,1,27,3,14,1,75,85,92,1,2,21,5,0
27,1,21,1,5,1,75,43,90,1,0,22,9,3
28,0,42,1,0,0,87,58,97,0,2,22,4,2
24,1,34,1,9,1,87,81,57,1,2,11,6,1
22,1,12,0,18,0,87,55,88,1,2,4,6,2
29,0,21,1,20,0,97,87,63,1,2,28,7,0
22,1,15,2,1,1,97,55,82,1,2,19,4,2
23,0,46,1,11,0,69,92,60,0,2,8,4,0
25,1,25,1,10,1,81,91,100,1,2,13,4,0
24,1,47,0,14,0,67,99,73,1,2,19,8,0
19,0,45,1,16,0,58,87,94,1,2,29,9,0
25,0,15,2,1,1,74,43,67,1,1,14,10,3
25,0,34,3,1,1,92,43,56,1,2,20,4,3
29,0,13,1,9,0,82,83,93,0,1,22,4,1
28,0,26,2,19,0,50,96,60,1,2,16,4,0
28,0,43,0,18,1,93,95,70,0,1,1,9,0
22,0,17,1,1,0,90,88,52,1,0,0,6,0
21,1,45,1,11,1,99,74,50,1,0,2,10,1
23,1,42,2,4,1,96,94,100,1,2,6,5,0
23,0,35,0,7,0,81,78,97,1,1,14,6,1
